"","gene_id","source","gene_version","gene_name","gene_biotype","phase"
"ENSMUSG00000058665","ENSMUSG00000058665","ensembl_havana","8","En1","protein_coding",NA
"ENSMUSG00000058669","ENSMUSG00000058669","ensembl_havana","7","Nkx2-9","protein_coding",NA
"ENSMUSG00000058670","ENSMUSG00000058670","ensembl_havana","5","4932411N23Rik","protein_coding",NA
"ENSMUSG00000058672","ENSMUSG00000058672","ensembl","6","Tubb2a","protein_coding",NA
"ENSMUSG00000058685","ENSMUSG00000058685","ensembl_havana","6","Vmn2r51","protein_coding",NA
"ENSMUSG00000058690","ENSMUSG00000058690","ensembl_havana","14","Ccser2","protein_coding",NA
"ENSMUSG00000058692","ENSMUSG00000058692","ensembl","3","Olfr846","protein_coding",NA
"ENSMUSG00000058700","ENSMUSG00000058700","havana","2","Rpl21-ps12","processed_pseudogene",NA
"ENSMUSG00000058704","ENSMUSG00000058704","ensembl","7","Memo1","protein_coding",NA
"ENSMUSG00000058706","ENSMUSG00000058706","ensembl_havana","5","0610030E20Rik","protein_coding",NA
"ENSMUSG00000058709","ENSMUSG00000058709","ensembl_havana","11","Egln2","protein_coding",NA
"ENSMUSG00000058715","ENSMUSG00000058715","ensembl_havana","11","Fcer1g","protein_coding",NA
"ENSMUSG00000058717","ENSMUSG00000058717","ensembl_havana","8","Gm4763","protein_coding",NA
"ENSMUSG00000058725","ENSMUSG00000058725","ensembl_havana","1","Gm11937","protein_coding",NA
"ENSMUSG00000058728","ENSMUSG00000058728","ensembl_havana","14","Cd300c","protein_coding",NA
"ENSMUSG00000058729","ENSMUSG00000058729","ensembl_havana","13","Lin9","protein_coding",NA
"ENSMUSG00000058731","ENSMUSG00000058731","ensembl_havana","1","Vmn1r15","protein_coding",NA
"ENSMUSG00000058740","ENSMUSG00000058740","ensembl_havana","14","Kcnt1","protein_coding",NA
"ENSMUSG00000058741","ENSMUSG00000058741","ensembl_havana","4","Prr19","protein_coding",NA
"ENSMUSG00000058743","ENSMUSG00000058743","ensembl","5","Kcnj14","protein_coding",NA
"ENSMUSG00000058745","ENSMUSG00000058745","ensembl","3","Gm9174","processed_pseudogene",NA
"ENSMUSG00000058748","ENSMUSG00000058748","ensembl_havana","9","Zfp958","protein_coding",NA
"ENSMUSG00000058755","ENSMUSG00000058755","ensembl_havana","3","Osm","protein_coding",NA
"ENSMUSG00000058756","ENSMUSG00000058756","ensembl_havana","13","Thra","protein_coding",NA
"ENSMUSG00000058761","ENSMUSG00000058761","ensembl_havana","5","Rnf169","protein_coding",NA
"ENSMUSG00000058773","ENSMUSG00000058773","ensembl_havana","2","Hist1h1b","protein_coding",NA
"ENSMUSG00000058793","ENSMUSG00000058793","ensembl_havana","14","Cds2","protein_coding",NA
"ENSMUSG00000058794","ENSMUSG00000058794","ensembl_havana","12","Nfe2","protein_coding",NA
"ENSMUSG00000058799","ENSMUSG00000058799","ensembl","14","Nap1l1","protein_coding",NA
"ENSMUSG00000058802","ENSMUSG00000058802","ensembl_havana","4","Olfr97","protein_coding",NA
"ENSMUSG00000058806","ENSMUSG00000058806","ensembl_havana","14","Col13a1","protein_coding",NA
"ENSMUSG00000058807","ENSMUSG00000058807","ensembl_havana","4","Olfr331","protein_coding",NA
"ENSMUSG00000058809","ENSMUSG00000058809","havana","8","Hspd1-ps3","processed_pseudogene",NA
"ENSMUSG00000058812","ENSMUSG00000058812","ensembl_havana","2","0610039K10Rik","antisense",NA
"ENSMUSG00000058816","ENSMUSG00000058816","ensembl","4","Ppp1r2-ps3","processed_pseudogene",NA
"ENSMUSG00000058818","ENSMUSG00000058818","ensembl_havana","13","Pirb","protein_coding",NA
"ENSMUSG00000058820","ENSMUSG00000058820","ensembl","2","Olfr146","protein_coding",NA
"ENSMUSG00000058831","ENSMUSG00000058831","ensembl_havana","13","Opn1sw","protein_coding",NA
"ENSMUSG00000058833","ENSMUSG00000058833","ensembl_havana","11","2810428I15Rik","protein_coding",NA
"ENSMUSG00000058835","ENSMUSG00000058835","ensembl_havana","14","Abi1","protein_coding",NA
"ENSMUSG00000058838","ENSMUSG00000058838","havana","9","Rps27a-ps2","processed_pseudogene",NA
"ENSMUSG00000058856","ENSMUSG00000058856","ensembl","3","Olfr952","protein_coding",NA
"ENSMUSG00000058869","ENSMUSG00000058869","havana","9","Gm4832","transcribed_processed_pseudogene",NA
"ENSMUSG00000058873","ENSMUSG00000058873","ensembl_havana","1","Gm5582","processed_pseudogene",NA
"ENSMUSG00000058881","ENSMUSG00000058881","ensembl","12","Zfp516","protein_coding",NA
"ENSMUSG00000058883","ENSMUSG00000058883","ensembl_havana","14","Zfp708","protein_coding",NA
"ENSMUSG00000058884","ENSMUSG00000058884","ensembl_havana","4","Olfr1025-ps1","protein_coding",NA
"ENSMUSG00000058886","ENSMUSG00000058886","ensembl","8","Deaf1","protein_coding",NA
"ENSMUSG00000058897","ENSMUSG00000058897","ensembl_havana","17","Col25a1","protein_coding",NA
"ENSMUSG00000058900","ENSMUSG00000058900","ensembl_havana","4","Rsl1","protein_coding",NA
"ENSMUSG00000058904","ENSMUSG00000058904","ensembl_havana","2","Olfr1413","protein_coding",NA
"ENSMUSG00000058905","ENSMUSG00000058905","havana","5","Gm10051","processed_pseudogene",NA
"ENSMUSG00000058908","ENSMUSG00000058908","ensembl_havana","14","Pla2g2a","polymorphic_pseudogene",NA
"ENSMUSG00000058914","ENSMUSG00000058914","ensembl_havana","12","C1qtnf3","protein_coding",NA
"ENSMUSG00000058921","ENSMUSG00000058921","ensembl_havana","3","Slc10a5","protein_coding",NA
"ENSMUSG00000058922","ENSMUSG00000058922","havana","7","Gm10052","processed_pseudogene",NA
"ENSMUSG00000058923","ENSMUSG00000058923","ensembl_havana","5","Vmn1r6","protein_coding",NA
"ENSMUSG00000058925","ENSMUSG00000058925","ensembl_havana","11","1700011I03Rik","protein_coding",NA
"ENSMUSG00000058927","ENSMUSG00000058927","ensembl","5","Gm10053","protein_coding",NA
"ENSMUSG00000058932","ENSMUSG00000058932","ensembl","6","Gm2174","protein_coding",NA
"ENSMUSG00000058933","ENSMUSG00000058933","ensembl","4","Gm5185","processed_pseudogene",NA
"ENSMUSG00000058934","ENSMUSG00000058934","ensembl_havana","8","Igf1os","antisense",NA
"ENSMUSG00000058935","ENSMUSG00000058935","ensembl_havana","14","1700018C11Rik","protein_coding",NA
"ENSMUSG00000058952","ENSMUSG00000058952","ensembl_havana","12","Cfi","protein_coding",NA
"ENSMUSG00000058953","ENSMUSG00000058953","ensembl","2","Gm4822","processed_pseudogene",NA
"ENSMUSG00000058966","ENSMUSG00000058966","ensembl_havana","13","Fam57b","protein_coding",NA
"ENSMUSG00000058975","ENSMUSG00000058975","ensembl_havana","6","Kcnc1","protein_coding",NA
"ENSMUSG00000058976","ENSMUSG00000058976","ensembl_havana","4","Usp17lc","protein_coding",NA
"ENSMUSG00000058979","ENSMUSG00000058979","ensembl_havana","7","Cecr5","protein_coding",NA
"ENSMUSG00000058981","ENSMUSG00000058981","ensembl_havana","3","Olfr1406","protein_coding",NA
"ENSMUSG00000058997","ENSMUSG00000058997","ensembl","7","Vwa8","protein_coding",NA
"ENSMUSG00000059003","ENSMUSG00000059003","ensembl_havana","12","Grin2a","protein_coding",NA
"ENSMUSG00000059005","ENSMUSG00000059005","ensembl_havana","13","Hnrnpa3","protein_coding",NA
"ENSMUSG00000059013","ENSMUSG00000059013","ensembl_havana","12","Sh2d3c","protein_coding",NA
"ENSMUSG00000059014","ENSMUSG00000059014","havana","8","Gm5409","unprocessed_pseudogene",NA
"ENSMUSG00000059022","ENSMUSG00000059022","ensembl_havana","14","Kcp","protein_coding",NA
"ENSMUSG00000059023","ENSMUSG00000059023","ensembl_havana","1","Olfr1201","protein_coding",NA
"ENSMUSG00000059027","ENSMUSG00000059027","ensembl_havana","14","9630013D21Rik","processed_transcript",NA
"ENSMUSG00000059030","ENSMUSG00000059030","ensembl_havana","4","Olfr128","protein_coding",NA
"ENSMUSG00000059031","ENSMUSG00000059031","ensembl_havana","2","Olfr482","protein_coding",NA
"ENSMUSG00000059033","ENSMUSG00000059033","havana","7","Rpl18a-ps1","processed_pseudogene",NA
"ENSMUSG00000059040","ENSMUSG00000059040","ensembl","4","Eno1b","protein_coding",NA
"ENSMUSG00000059041","ENSMUSG00000059041","ensembl","3","Olfr192","pseudogene",NA
"ENSMUSG00000059042","ENSMUSG00000059042","ensembl_havana","3","Klk1b9","protein_coding",NA
"ENSMUSG00000059043","ENSMUSG00000059043","ensembl_havana","1","Olfr15","protein_coding",NA
"ENSMUSG00000059049","ENSMUSG00000059049","ensembl_havana","14","Frem1","protein_coding",NA
"ENSMUSG00000059058","ENSMUSG00000059058","havana","7","Tma7-ps","processed_pseudogene",NA
"ENSMUSG00000059060","ENSMUSG00000059060","ensembl","13","Rad51b","protein_coding",NA
"ENSMUSG00000059064","ENSMUSG00000059064","ensembl_havana","8","Gm10059","processed_pseudogene",NA
"ENSMUSG00000059069","ENSMUSG00000059069","ensembl_havana","4","Olfr749","protein_coding",NA
"ENSMUSG00000059070","ENSMUSG00000059070","ensembl","15","Rpl18","protein_coding",NA
"ENSMUSG00000059077","ENSMUSG00000059077","ensembl","5","Pth","protein_coding",NA
"ENSMUSG00000059087","ENSMUSG00000059087","ensembl_havana","2","Olfr698","protein_coding",NA
"ENSMUSG00000059089","ENSMUSG00000059089","ensembl_havana","4","Fcgr4","protein_coding",NA
"ENSMUSG00000059101","ENSMUSG00000059101","ensembl_havana","3","Olfr157","protein_coding",NA
"ENSMUSG00000059105","ENSMUSG00000059105","ensembl_havana","3","Olfr1504","protein_coding",NA
"ENSMUSG00000059106","ENSMUSG00000059106","ensembl","3","Olfr961","protein_coding",NA
"ENSMUSG00000059108","ENSMUSG00000059108","ensembl","3","Ifitm6","protein_coding",NA
"ENSMUSG00000059112","ENSMUSG00000059112","ensembl_havana","4","Olfr1263","protein_coding",NA
"ENSMUSG00000059113","ENSMUSG00000059113","ensembl_havana","2","Gm10061","protein_coding",NA
"ENSMUSG00000059114","ENSMUSG00000059114","ensembl","7","Lrrc74a","protein_coding",NA
"ENSMUSG00000059119","ENSMUSG00000059119","ensembl_havana","9","Nap1l4","protein_coding",NA
"ENSMUSG00000059128","ENSMUSG00000059128","ensembl_havana","3","Ifnl2","protein_coding",NA
"ENSMUSG00000059134","ENSMUSG00000059134","ensembl_havana","1","Olfr814","protein_coding",NA
"ENSMUSG00000059136","ENSMUSG00000059136","ensembl","2","Olfr539","protein_coding",NA
"ENSMUSG00000059142","ENSMUSG00000059142","ensembl_havana","15","Zfp945","protein_coding",NA
"ENSMUSG00000059146","ENSMUSG00000059146","ensembl_havana","12","Ntrk3","protein_coding",NA
"ENSMUSG00000059149","ENSMUSG00000059149","ensembl_havana","17","Mfsd4","protein_coding",NA
"ENSMUSG00000059150","ENSMUSG00000059150","ensembl","3","Rpl26-ps4","processed_pseudogene",NA
"ENSMUSG00000059159","ENSMUSG00000059159","havana","6","Gm8129","processed_pseudogene",NA
"ENSMUSG00000059169","ENSMUSG00000059169","ensembl_havana","9","Krt40","protein_coding",NA
"ENSMUSG00000059173","ENSMUSG00000059173","ensembl_havana","19","Pde1a","protein_coding",NA
"ENSMUSG00000059179","ENSMUSG00000059179","havana","6","Gm8991","processed_pseudogene",NA
"ENSMUSG00000059182","ENSMUSG00000059182","ensembl_havana","7","Skap2","protein_coding",NA
"ENSMUSG00000059183","ENSMUSG00000059183","ensembl_havana","12","Mtfmt","protein_coding",NA
"ENSMUSG00000059187","ENSMUSG00000059187","ensembl_havana","12","Fam19a1","protein_coding",NA
"ENSMUSG00000059189","ENSMUSG00000059189","ensembl","2","Olfr913","protein_coding",NA
"ENSMUSG00000059195","ENSMUSG00000059195","havana","10","Gm12715","processed_pseudogene",NA
"ENSMUSG00000059201","ENSMUSG00000059201","ensembl_havana","12","Lep","protein_coding",NA
"ENSMUSG00000059203","ENSMUSG00000059203","ensembl_havana","10","Il1rapl2","protein_coding",NA
"ENSMUSG00000059205","ENSMUSG00000059205","ensembl_havana","3","Olfr1130","protein_coding",NA
"ENSMUSG00000059206","ENSMUSG00000059206","ensembl_havana","3","Vmn1r71","protein_coding",NA
"ENSMUSG00000059208","ENSMUSG00000059208","ensembl_havana","14","Hnrnpm","protein_coding",NA
"ENSMUSG00000059213","ENSMUSG00000059213","ensembl","6","Ddn","protein_coding",NA
"ENSMUSG00000059218","ENSMUSG00000059218","ensembl_havana","14","Gm13084","protein_coding",NA
"ENSMUSG00000059229","ENSMUSG00000059229","ensembl_havana","7","Gm6802","transcribed_processed_pseudogene",NA
"ENSMUSG00000059230","ENSMUSG00000059230","ensembl_havana","2","Defb4","protein_coding",NA
"ENSMUSG00000059237","ENSMUSG00000059237","havana","6","Ppp1r2-ps4","processed_pseudogene",NA
"ENSMUSG00000059244","ENSMUSG00000059244","ensembl_havana","6","Gm10062","lincRNA",NA
"ENSMUSG00000059246","ENSMUSG00000059246","ensembl","4","Foxb1","protein_coding",NA
"ENSMUSG00000059248","ENSMUSG00000059248","ensembl_havana","13","Sept9","protein_coding",NA
"ENSMUSG00000059251","ENSMUSG00000059251","ensembl_havana","1","Olfr345","protein_coding",NA
"ENSMUSG00000059252","ENSMUSG00000059252","ensembl","4","Tpt1-ps5","processed_pseudogene",NA
"ENSMUSG00000059256","ENSMUSG00000059256","ensembl_havana","6","Gzmd","protein_coding",NA
"ENSMUSG00000059263","ENSMUSG00000059263","ensembl","7","Usp47","protein_coding",NA
"ENSMUSG00000059273","ENSMUSG00000059273","ensembl","7","Zc3h4","protein_coding",NA
"ENSMUSG00000059277","ENSMUSG00000059277","havana","12","R74862","processed_transcript",NA
"ENSMUSG00000059278","ENSMUSG00000059278","ensembl_havana","9","Naa38","protein_coding",NA
"ENSMUSG00000059279","ENSMUSG00000059279","ensembl_havana","10","Olfr224","protein_coding",NA
"ENSMUSG00000059280","ENSMUSG00000059280","ensembl","3","Vpreb2","protein_coding",NA
"ENSMUSG00000059288","ENSMUSG00000059288","ensembl","13","Cdyl","protein_coding",NA
"ENSMUSG00000059291","ENSMUSG00000059291","ensembl_havana","15","Rpl11","protein_coding",NA
"ENSMUSG00000059301","ENSMUSG00000059301","ensembl","5","Gm5434","protein_coding",NA
"ENSMUSG00000059303","ENSMUSG00000059303","ensembl","5","Olfr836","protein_coding",NA
"ENSMUSG00000059305","ENSMUSG00000059305","ensembl_havana","10","Vpreb1","protein_coding",NA
"ENSMUSG00000059316","ENSMUSG00000059316","ensembl_havana","2","Slc27a4","protein_coding",NA
"ENSMUSG00000059319","ENSMUSG00000059319","ensembl_havana","2","Olfr295","protein_coding",NA
"ENSMUSG00000059323","ENSMUSG00000059323","ensembl_havana","13","Tonsl","protein_coding",NA
"ENSMUSG00000059325","ENSMUSG00000059325","ensembl_havana","14","Hopx","protein_coding",NA
"ENSMUSG00000059326","ENSMUSG00000059326","ensembl","6","Csf2ra","protein_coding",NA
"ENSMUSG00000059327","ENSMUSG00000059327","ensembl_havana","9","Eda","protein_coding",NA
"ENSMUSG00000059334","ENSMUSG00000059334","ensembl_havana","6","Zfp36l3","protein_coding",NA
"ENSMUSG00000059336","ENSMUSG00000059336","ensembl_havana","14","Slc14a1","protein_coding",NA
"ENSMUSG00000059343","ENSMUSG00000059343","ensembl_havana","4","Aldoart1","protein_coding",NA
"ENSMUSG00000059352","ENSMUSG00000059352","havana","5","Gm10064","processed_pseudogene",NA
"ENSMUSG00000059355","ENSMUSG00000059355","ensembl_havana","13","Wdr83os","protein_coding",NA
"ENSMUSG00000059361","ENSMUSG00000059361","ensembl_havana","6","Nrsn2","protein_coding",NA
"ENSMUSG00000059363","ENSMUSG00000059363","ensembl_havana","10","Fxn","protein_coding",NA
"ENSMUSG00000059366","ENSMUSG00000059366","ensembl","2","Olfr959","protein_coding",NA
"ENSMUSG00000059371","ENSMUSG00000059371","ensembl_havana","3","Olfr427","protein_coding",NA
"ENSMUSG00000059375","ENSMUSG00000059375","ensembl_havana","4","Vmn1r33","protein_coding",NA
"ENSMUSG00000059379","ENSMUSG00000059379","ensembl_havana","1","Olfr1014","protein_coding",NA
"ENSMUSG00000059382","ENSMUSG00000059382","ensembl_havana","2","Tas2r120","protein_coding",NA
"ENSMUSG00000059383","ENSMUSG00000059383","ensembl_havana","14","Gfral","protein_coding",NA
"ENSMUSG00000059395","ENSMUSG00000059395","ensembl_havana","4","Nkapl","protein_coding",NA
"ENSMUSG00000059397","ENSMUSG00000059397","ensembl_havana","1","Olfr54","protein_coding",NA
"ENSMUSG00000059401","ENSMUSG00000059401","ensembl_havana","13","Mamld1","protein_coding",NA
"ENSMUSG00000059406","ENSMUSG00000059406","ensembl","7","Tmprss9","protein_coding",NA
"ENSMUSG00000059408","ENSMUSG00000059408","ensembl","2","Mrgprh","protein_coding",NA
"ENSMUSG00000059409","ENSMUSG00000059409","ensembl","8","Ppp2r5d","protein_coding",NA
"ENSMUSG00000059410","ENSMUSG00000059410","ensembl_havana","5","Tas2r125","protein_coding",NA
"ENSMUSG00000059411","ENSMUSG00000059411","ensembl_havana","4","Olfr434","protein_coding",NA
"ENSMUSG00000059412","ENSMUSG00000059412","ensembl","6","Fxyd2","protein_coding",NA
"ENSMUSG00000059422","ENSMUSG00000059422","havana","5","Gm8116","processed_pseudogene",NA
"ENSMUSG00000059423","ENSMUSG00000059423","ensembl_havana","13","Zfp933","protein_coding",NA
"ENSMUSG00000059429","ENSMUSG00000059429","ensembl_havana","1","Olfr365","protein_coding",NA
"ENSMUSG00000059430","ENSMUSG00000059430","ensembl_havana","14","Actg2","protein_coding",NA
"ENSMUSG00000059434","ENSMUSG00000059434","ensembl_havana","8","Gckr","protein_coding",NA
"ENSMUSG00000059436","ENSMUSG00000059436","ensembl","12","Max","protein_coding",NA
"ENSMUSG00000059439","ENSMUSG00000059439","ensembl_havana","15","Bcas3","protein_coding",NA
"ENSMUSG00000059447","ENSMUSG00000059447","ensembl_havana","13","Hadhb","protein_coding",NA
"ENSMUSG00000059448","ENSMUSG00000059448","ensembl_havana","3","Olfr156","protein_coding",NA
"ENSMUSG00000059455","ENSMUSG00000059455","ensembl","2","Plac8l1","protein_coding",NA
"ENSMUSG00000059456","ENSMUSG00000059456","ensembl_havana","13","Ptk2b","protein_coding",NA
"ENSMUSG00000059459","ENSMUSG00000059459","ensembl","3","Gm10065","protein_coding",NA
"ENSMUSG00000059460","ENSMUSG00000059460","havana","4","Olfr286","transcribed_unprocessed_pseudogene",NA
"ENSMUSG00000059461","ENSMUSG00000059461","havana","7","Gm7331","processed_pseudogene",NA
"ENSMUSG00000059463","ENSMUSG00000059463","ensembl_havana","7","Spag11b","protein_coding",NA
"ENSMUSG00000059473","ENSMUSG00000059473","ensembl","3","Olfr979","protein_coding",NA
"ENSMUSG00000059474","ENSMUSG00000059474","ensembl_havana","13","Mbtd1","protein_coding",NA
"ENSMUSG00000059475","ENSMUSG00000059475","ensembl_havana","13","Zfp426","protein_coding",NA
"ENSMUSG00000059479","ENSMUSG00000059479","ensembl_havana","7","B3gnt8","protein_coding",NA
"ENSMUSG00000059481","ENSMUSG00000059481","ensembl","4","Plg","protein_coding",NA
"ENSMUSG00000059482","ENSMUSG00000059482","ensembl_havana","15","2610301B20Rik","protein_coding",NA
"ENSMUSG00000059483","ENSMUSG00000059483","havana","5","Gm5528","processed_pseudogene",NA
"ENSMUSG00000059486","ENSMUSG00000059486","ensembl_havana","11","Kbtbd2","protein_coding",NA
"ENSMUSG00000059488","ENSMUSG00000059488","ensembl_havana","2","Olfr727","protein_coding",NA
"ENSMUSG00000059493","ENSMUSG00000059493","ensembl_havana","13","Nhs","protein_coding",NA
"ENSMUSG00000059495","ENSMUSG00000059495","ensembl","13","Arhgef12","protein_coding",NA
"ENSMUSG00000059498","ENSMUSG00000059498","ensembl_havana","13","Fcgr3","protein_coding",NA
"ENSMUSG00000059503","ENSMUSG00000059503","ensembl_havana","2","Olfr248","protein_coding",NA
"ENSMUSG00000059504","ENSMUSG00000059504","ensembl_havana","5","Olfr314","protein_coding",NA
"ENSMUSG00000059511","ENSMUSG00000059511","ensembl","3","Gm20563","processed_pseudogene",NA
"ENSMUSG00000059518","ENSMUSG00000059518","ensembl_havana","14","Znhit1","protein_coding",NA
"ENSMUSG00000059534","ENSMUSG00000059534","ensembl_havana","8","Uqcr10","protein_coding",NA
"ENSMUSG00000059540","ENSMUSG00000059540","ensembl_havana","15","Tcea2","protein_coding",NA
"ENSMUSG00000059547","ENSMUSG00000059547","ensembl_havana","3","Fbxw26","protein_coding",NA
"ENSMUSG00000059552","ENSMUSG00000059552","ensembl_havana","13","Trp53","protein_coding",NA
"ENSMUSG00000059554","ENSMUSG00000059554","ensembl_havana","12","Ccdc28a","protein_coding",NA
"ENSMUSG00000059555","ENSMUSG00000059555","ensembl_havana","6","Tor4a","protein_coding",NA
"ENSMUSG00000059562","ENSMUSG00000059562","ensembl_havana","14","Ccdc154","protein_coding",NA
"ENSMUSG00000059565","ENSMUSG00000059565","havana","4","Gm5292","processed_pseudogene",NA
"ENSMUSG00000059571","ENSMUSG00000059571","havana","7","Gm16218","processed_pseudogene",NA
